"ttext","score","ANGER","DISGUST","FEAR","JOY","SADNESS","SURPRISE","BEST_FIT","polarity","date","source","retweetcount","favoritecount","location","city","country","language"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","0","0","",NA,NA,"Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co pwadqnct","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","0","0","Brasil",NA,NA,"Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não diga grilagemnão t co jealhhizh ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","7","7","Brasil",NA,NA,"Portuguese"
" não ceda à pressão contamos com seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co qkv r m u","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","0","0","",NA,NA,"Portuguese"
" diga não à mpdagrilagem contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co yusaoujpvr","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","3","3","",NA,NA,"Portuguese"
" mpdagrilagem não mp não vamos proteger a amazônia e cerrado","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","1","1","",NA,NA,"Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co naczcaiujr","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","42","42","Brasil",NA,NA,"Portuguese"
"a explosão do desmatamento em terras públicas deve alimentar uma nova temporada de fogo na amazônia quando a estação seca chegar essas árvores derrubadas vão virar combustível para queimadas diz ane alencar do ipam entenda t co mdtwojcx p eugênio scannavino t co vb ge ompy","-4","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18376","AgoraPulse Manager","36","36","Brasil",NA,NA,"Portuguese"
"invasões e seus rastros de destruição a chegada da covid não impediu o avanço de desmatadores na amazônia que devido a pandemia segue com fiscalização reduzida segundo dados do inpe só no mês de março o desmatamento teve um aumento de t co xz eqoktyp","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","AgoraPulse Manager","145","145","Brasil",NA,NA,"Portuguese"
"a violência no campo e territórios tradicionais avança e o desmatamento na amazônia também a derrubada da floresta aumentou no primeiro trimestre de enquanto isso a pandemia faz cada vez mais vítimas indígenas e quilombolas fiquesabendo t co uzkwcznthi","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18377","AgoraPulse Manager","25","25","Brasil",NA,NA,"Portuguese"
" grilagemnão em meio à crise do covid querem liberar a corrupção no país contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for iPhone","0","0","Rio de Janeiro , RJ","Três Rios","Brazil","Portuguese"
" brasil grilagemnão em meio à crise do covid querem liberar a corrupção no país contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp nao todososolhosnaamazônia t co aqcxwjesb ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","0","0","São Paulo",NA,NA,"Portuguese"
" brasil grilagemnão em meio à crise do covid querem liberar a corrupção no país contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não todososolhosnaamazônia covid t co m nbowwar ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","3","3","América Latina",NA,NA,"Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co hejuq kik ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","8","8","Brasília, Brasil",NA,NA,"Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co p qdnldow","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","São Paulo, Brasil",NA,NA,"Portuguese"
"hoje iniciamos mais um desafio vamos aguardar os resultados bonsai amazônia t co b wci lbem t co wgnyuqun t","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","Santarém, Brasil",NA,NA,"Portuguese"
"governo enviará tropas à amazônia para deter disparada do desmatamento diz mourão governobolsonaro amazônia meioambiente t co luoptu g ","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18381","Twitter Web Client","2","2","Sao Paulo, Brazil",NA,NA,"Portuguese"
"amazônia e suas riquezas amazônia amazonas rica t co znohxjmiy ","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","Santarém, Brasil",NA,NA,"Portuguese"
"pé de açaí acai frutas amazonas amazonia canon d canon d parquemunicipaldomindu parquedomindu nature natureza em parque do mindu t co lzmpwm gai","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Instagram","0","0","Manaus e Florianópolis",NA,NA,"Portuguese"
"o período seco na amazonia está começando se o desmatamento e queimadas não forem freados o sistema de saúde já está saturado com covid entrará em completo colapso e nos restará contar os corpos enquanto esperamos a chegada de chuva e de uma vacina t co a zmpllw e","-4","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"neutral","18381","Twitter Web App","14","14","Brasil",NA,NA,"Portuguese"
"o legado da copa e o colapso de manaus na pandemia a arena da amazonia amazônia custou milhões de reais desse valor vieram dos cofres do estado do amazonas atualmente o estado banca mensalmente os cerca de mil reais de manutenção do estádio vazio","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","0","0","Rio de Janeiro; Brasil",NA,NA,"Portuguese"
" essa garota vive postando uns boiola racista nós stutas apoia a violência doméstica e ainda criou a fogonaamazonia realmente uma bolsominion racista e ainda por cima gosta do rezende que maltrata seu anão de estimação e ela cancelou os irmãos berti tóxica é pouco","-4","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","Ucrânia, Chernobyl",NA,NA,"Portuguese"
" procuradores federais obtiveram na justiça que o governo federal e órgãos diretamente ligados expliquem o aumento do desmatamento e a redução de fiscalização jairbolsonaro bozo ricardosalles ibama funai icmbio amazonia desmatamento indigenas t co d l lpbel ","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","TweetDeck","0","0","sem fronteiras",NA,NA,"Portuguese"
"a jbs empresa que cresceu a custo de lobby político com morte de animais e destruição da biodiversidade começa a fechar fábricas jbs lobbypolitico animalrights jairbolsonaro bozo amazonia governodelcontagio bolsonarogenocida t co ncarg ewrv","-3","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","TweetDeck","0","0","sem fronteiras",NA,NA,"Portuguese"
" não há médicos em nossas comunidades não existem materiais de proteção para essa pandemia não há apoio na questão alimentar josé gregorio díaz da vozindígena corona indígenas amazônia t co inddypi sl","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18379","Twitter Web App","0","0","",NA,NA,"Portuguese"
" procuradores federais obtiveram na justiça uma decisão que obriga governo federal ibama icmbio e funai a apresentarem explicações para o aumento do desmatamento e a redução das operações de fiscalização desmatamento amazônia t co gxjqwii f ","0","1.46871776464786","3.09234031207392","7.34083555412328","1.02547755260094","1.7277074477352","2.78695866252273","fear","positive","18381","Twitter Web App","4","4","",NA,NA,"Portuguese"
" infrared infraredphotography nature jeffalvesphotografer iphonephoto belem amazonia brasil em belém brazil t co txubvinqp","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Instagram","0","0","Belém-Pa","Belém","Brazil","Portuguese"
" uma das autoras do artigo também explicou que “quando no sudeste já havia dias desde o o caso de covid confirmado e pessoas infectadas a amazônia registrava o caso em dias dps o norte já tinha mais casos por milhão de habitantes” t co h rbssrmhp","-1","1.46871776464786","3.09234031207392","7.34083555412328","1.02547755260094","1.7277074477352","2.78695866252273","fear","positive","18381","Twitter for iPhone","0","0","Bogotá, D.C., Colombia","Bogotá, D.C.","Colombia","Portuguese"
"já senti saudade já fiz muita coisa errada já pedi ajuda já dormi na rua mas lendo atingi o bom senso a imunização racional gopro goprobrasil manaus amazonia selva rionegro pontedorionegro amazonas timmaia bomsenso timmaiaracional mundoracional t co yr h ql jk","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","Manaus, Brasil",NA,NA,"Portuguese"
"eu vejo um novo começo de era de gente fina elegante e sincera com habilidade pra dizer mais sim do que não gopro goprobrasil pontedorionegro amazonia amazonas selva manaus rionegro pordosol t co u gcuzwxyo","4","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18377","Twitter for Android","0","0","Manaus, Brasil",NA,NA,"Portuguese"
"porque a tradição se perpetuará alvoradavermelha tvacritica boigarantido amazonaslive amazonia amazonas parintins festivaldeparintins em cidade garantido t co btjghixgqy","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Instagram","0","0","SÃO PAULO, CAPITAL,  BRASIL","Parintins","Brazil","Portuguese"
" aruanas nunca foi tão atual brasil governobolsonaro ativismoambiental amazonia","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","1","1","Rio de Janeiro - RJ ",NA,NA,"Portuguese"
"aruanas estreia hoje na tv aberta mas nós já vimos tudo no globoplay relembre nossa crítica aruanas globoplay series amazonas amazonia lt t co dzecf bxmf gt t co vcg wkdv ","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","4","4","Vitória - Espírito Santo",NA,NA,"Portuguese"
" amazônia proteção preservação e desenvolvimento subcomissão de integração de sistemas do conselho da amazônia define ações prioritárias saiba mais t co zjpemahuks t co aosobpt kn","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","",NA,NA,"Portuguese"
" amazonia não faz parte do brasil manauspedesocorro belemdopara para a elite burguesa do iguatemi e da barra são apenas índios ou coitados q foram moram na floresta e q não dão audiência t co giz l a t co cpyuguvzb","0","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","neutral","18381","Twitter for iPhone","0","0","Narnia",NA,NA,"Portuguese"
"a amazônia está o caos há mais de mil casos na região há mais casos por milhão de habitantes na amazônia do que no sudeste covid nasfavelas sigam o exemplo do bolsonarovirus bolsominionsarrependidos ovni fimdomundo auxiliomergencial t co yb hvazhyh t co rojd mxqm","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter for iPhone","0","0","Narnia",NA,NA,"Portuguese"
" invasões e seus rastros de destruição a chegada da covid não impediu o avanço de desmatadores na amazônia que devido a pandemia segue com fiscalização reduzida segundo dados do inpe só no mês de março o desmatamento teve um aumento de t co nsmb ybzer","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","Ponta Grossa/PR",NA,NA,"Portuguese"
"quatro mulheres integrantes de ong s lutam pela preservação do meio ambiente em plena amazônia elas investigam quadrilhas de crimes ambientais e descobrem uma série de segredos está imperdível aruanas após finaestampa tvliberal t co z xdgumigr","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Etus Brasil","0","0","Belém, Pará, Brasil",NA,NA,"Portuguese"
"acabei de ver governo do amazonas realiza estudo de impacto da covid na cultura e economia criativa clique para ver também t co sgwq sk j amazonas amazonia sec","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18380","Twitter Web App","1","1","MANAUS-AMAZONAS",NA,NA,"Portuguese"
" dra melina chã d’ oliveira saunier nefrologista pediátrica unifesp crm e rqe manaus amazonia criancafeliz pediatriasemneura pediatriaporamor pediatriahumanizada pediatra infectopediatria endopediatria nefropediatria remautopediatria neuropediatria","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","7.34083555412328","2.78695866252273","sadness","positive","18380","Twitter Web App","0","0","Manaus, Brazil",NA,NA,"Portuguese"
"a subcomissão é liderada pelo centro gestor e operacional do sistema de proteção da amazônia censipam órgão do criado com objetivo de promover a proteção inclusão social e o desenvolvimento sustentável da amazônia legal saiba mais t co n qgtrw vg t co uhspdewwo","3","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter Web App","18","18","Esplanada dos Ministérios",NA,NA,"Portuguese"
" amazônia proteção preservação e desenvolvimento subcomissão de integração de sistemas do conselho da amazônia define ações prioritárias saiba mais t co aohtbqyymn t co ops dubgn ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter Web App","33","33","Esplanada dos Ministérios",NA,NA,"Portuguese"
" amazonia sosamazonia amazoniaporlavida río jandaituba igarapé machado paraná do cajarai río juruá río uarimi río caiaçara río tefé río coari grande río urucu río aruá paraná do mamiá paraná dos corós paraná de rebelde igarapé uauaçu paraná da trindade t co n tmvwccv t co uu hdelhg","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18377","Twitter Web App","0","0","Mother Earth",NA,NA,"Portuguese"
" amazonia sosamazonia amazoniaporlavida río cafuini paraná do miranha paraná badajós igarapé jamacaná igarapé do anoriaçu igarapé do anamã grande río macumiri río manacapuru igarapé veneza igarapé capacete río arariá paraná de jacupará igarapé camatiá t co n tmvwccv t co rw a s tiw","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18377","Twitter Web App","0","0","Mother Earth",NA,NA,"Portuguese"
" worldwide sosamazonia brasil indigenas amazonia humanrights covid climateemergency coronavirusupdates jornalismo journalism giornalismo freepress sebastião salgado lança apelo pela proteção dos indígenas durante a pandemia t co sg v dzgm by ","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter Web App","2","2","Mother Earth",NA,NA,"Portuguese"
" amazonia sosamazonia amazoniaporlavida río mucajai río ajarani río catrimani río xeriuini río trombetas río anamu río paru igarapé de belém igarapé sâo jerônimo paraná do aranapu paraná do carvaçu río japurá paraná copea paraná do carapanatuba t co n tmvwccv t co oskovzc xc","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18377","Twitter Web App","0","0","Mother Earth",NA,NA,"Portuguese"
" parabéns vpr gen e sempre cmt há mais de anos a amazônia não teve uma atenção como está tendo agora fruto de um trabalho em equipe honestidade e patriotismo atributos tão presentes na nossa estrutura de governo federal atualmente forte abraço felipe cavalero","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter for iPhone","0","0","Brasil",NA,NA,"Portuguese"
"artigo nosso na sobre o risco da covid para as populações do interior da amazônia t co pdqwgl mxn com e brasilurgente amazônia coronavirusbrasil manaus brasil","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18379","TweetDeck","13","13","",NA,NA,"Portuguese"
"quando no sudeste já haviam dias desde o primeiro caso de covid confirmado e pessoas infectadas a amazônia registrou seu primeiro caso era ontem dias dps o norte já tinha mais casos por milhão de habitantes coronavirusbrasil brasil t co dhurqd wls","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","TweetDeck","5","5","",NA,NA,"Portuguese"
"amapá e amazonas tem x mais casos de covid por milhão de habitantes que rj e sp sendo amapá amazonas e roraima os estados do brasil com maior número de casos por milhão de habitantes esses estados só tem uti em suas capitais coronavirusbrasil brasilurgente amazônia t co iykmeuegih","-1","7.34083555412328","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","anger","positive","18379","TweetDeck","17","17","",NA,NA,"Portuguese"
" amazônia vs sudeste por milhão de habitantes mais casos menos leitos de uti do sus menos respiradores coronavirusnobrasil brasil coronavirusbrasil brasilurgente t co ofyixjcixd","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18377","TweetDeck","29","29","",NA,NA,"Portuguese"
" quero ver quem vai ser o primeiro a se solidarizar com esse causa voltaenfermeirafabiane amazonia manaus enfermagem t co scxnaog z","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter for Android","0","0","Manaus",NA,NA,"Portuguese"
" vamos ver quem vai ser o primeiro a solidarizar a essa causa voltaenfermeirafabiane amazonia manaus enfermagem t co tvxqln phl","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter for Android","0","0","Manaus",NA,NA,"Portuguese"
" quero ver quem vai ser o primeiro a se solidarizar com esse causa voltaenfermeirafabiane amazonia enfermagem t co lzlv i vve","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter for Android","0","0","Manaus",NA,NA,"Portuguese"
" vamos ver qual vai ser o primeiro político a se solidarizar com esse causa enfermagem voltaenfermeirafabiane amazonia covid t co jbaqbsyu e","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter for Android","0","0","Manaus",NA,NA,"Portuguese"
" quero ver quem vai ser o primeiro político a se solidarizar com esse causa voltaenfermeirafabiane amazonia enfermazem t co nm bbvbeuh","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter for Android","0","0","Manaus",NA,NA,"Portuguese"
" vamos ver quem vai ser o primeiro a se solidarizar com esse causa voltaenfermeirafabiane amazonia manaus enfermagem covid t co oul re mpi","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter for Android","0","0","Manaus",NA,NA,"Portuguese"
"“aldeias yanomami em roraima onde atuam pelo menos mil garimepeiros chegam a ter dos habitantes contaminados por mercúrio ” t co ugln csxc garimpoilegal terrasindigenas amazonia wwfbrasil","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter Web App","0","0","São Paulo, Brasil",NA,NA,"Portuguese"
"“em foram mortos pelo menos ativistas ambientais no mundo sendo no brasil deles na amazônia” t co ugln csxc garimpoilegal terrasindigenas amazonia wwfbrasil","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter Web App","0","0","São Paulo, Brasil",NA,NA,"Portuguese"
"“para cada kg de ouro produzido kg de mercúrio é emitido para o ambiente ” t co ugln csxc garimpoilegal terrasindigenas amazonia wwfbrasil","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter Web App","0","0","São Paulo, Brasil",NA,NA,"Portuguese"
"“fiscalização raramente é feita especialmente no caso do trabalho de garimpeiros ” t co ugln csxc garimpoilegal terrasindigenas amazonia wwfbrasil","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter Web App","0","0","São Paulo, Brasil",NA,NA,"Portuguese"
"as belezas e importância da biodiversidade da amazonia natureza video brasil hotmart t co weovdd ia ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter Web App","1","1","Brazil",NA,NA,"Portuguese"
" repost de longe uma das dicas mais importantes para o bem estar do nosso planeta é reduzir o lixo pratique boas ações de casa diadaterra ipaam amazônia amazonas govamazonas t co s qmqeyfif","1","1.46871776464786","3.09234031207392","7.34083555412328","1.02547755260094","1.7277074477352","2.78695866252273","fear","positive","18380","Instagram","0","0","Manaus-Am",NA,NA,"Portuguese"
"aruanas começando hj na globo um momento pra gente parar e pensar na declaração que está acontecendo enquanto estamos em quarentena estamos preservando pessoas mas nossa amazônia não está encontro aruanas redeglobo amazonia desmatacao","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter for Android","0","0","",NA,NA,"Portuguese"
"diga não à mp da grilagem amazônia grilagemnão mp não participe aqui t co lavnozcujf t co doswqpuv e","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter Web App","0","0","Oxford ",NA,NA,"Portuguese"
" oremos pela cidade de altamira amazônia jesuséacuraparaomundo","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter Web App","0","0","Pernambuco/Brasil",NA,NA,"Portuguese"
" alegre se o campo e tudo o que nele há cantem de alegria todas as árvores do bosque na presença do senhor porque vem vem julgar a terra julgará o mundo com justiça e os povos de acordo com a sua fidelidade sl microconto amazonia ficção literatura brasil t co zmgvk kxs","4","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter Web App","0","0","Boa Vista - Roraima (RR)",NA,NA,"Portuguese"
"ver o devastamento que aconteceu nessa área nos últimos anos é de doer entenda o pq do foco da no arco do desmatamento e pq é tão importante transformar essa região no arco da regeneração amazônia diversidade desmatamento mudançasclimáticas floresta t co bu hoq ofp","3","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18380","Twitter Web App","4","4","Entre Amazônia e área do Ruhr",NA,NA,"Portuguese"
" tbt do paraíso alter do chão andreiadossantospimentel em alter do chão para brazil t co mqhvy nuv","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18380","Instagram","0","0","Assis, Brasil","Santarém","Brazil","Portuguese"
"quer mais uma razão para odiar esse vírus as profissões menos expostas à covid são aquelas envolvidas no desmatamento da amazônia bom dia t co rjqpnhpvj ","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter Web App","7","7","Brasil",NA,NA,"Portuguese"
"que maravilhoso sebastião salgado falando da amazônia rodaviva sebastiãosalgado amazonia","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter Web App","0","0","São Paulo",NA,NA,"Portuguese"
"sebastião salgado elogiando demais o pela atuação na amazônia eu tbm dou meus parabéns a essa instituição que tanto defende a nossa fronteiras indígenas e os ribeirinhos que orgulho eu tenho rodaviva","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter for Android","0","0","the earth is round <U+0001F30E>",NA,NA,"Portuguese"
"sebastião salgado defendendo a amazônia amo muito que entrevista ","1","7.34083555412328","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","anger","positive","18380","Twitter for Android","0","0","the earth is round <U+0001F30E>",NA,NA,"Portuguese"
"sebastião salgado no rodaviva aula sobre a amazônia sebastiãosalgado sosamazonia florestaamazônica","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter for Android","0","0","",NA,NA,"Portuguese"
" cara uma aula de relacionamento indígena e do exército com a amazonia","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18380","Twitter for iPhone","0","0","São Paulo",NA,NA,"Portuguese"
"sebastião salgado dando um show no amazonia","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18380","Twitter for Android","1","1","Rio de Janeiro",NA,NA,"Portuguese"
"essa é a live que eu gosto de divulgar por que sim falar sobre meio ambiente com um ambientalista desses bicho respeitaoibama amazonia meioambiente t co xfia uhcev","-1","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","positive","18380","Twitter for Android","1","1","Macapá, Brasil",NA,NA,"Portuguese"
"amigos da fe politica brasil trump sucesso cuiaba amor bolsonaro amazonia matogrosso saopaulo fashion famosos sikeirajr wold t co lkpomzuu q","3","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","positive","18379","Instagram","0","0","",NA,NA,"Portuguese"
"ninguém está vendo isto amazonia desmatamento t co ucxcdi w y","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18379","Twitter for Android","0","0","Sao Paulo",NA,NA,"Portuguese"
