"ttext","score","ANGER","DISGUST","FEAR","JOY","SADNESS","SURPRISE","BEST_FIT","POS","NEG","POS/NEG","BEST_FIT","date","source","retweetcount","favoritecount","location","city","country","language"
"super excited to welcome in my team as developer evangelist looking forward to doing great things together liam amazonian makehistory t co vcbjan ial","4","1.46871776464786","3.09234031207392","2.06783599555953","13.6561935556456","1.7277074477352","2.78695866252273","joy","43.2522392340844","0.445453222112551","97.0971520398074","positive","18379","Twitter for Android","2","2","London, England",NA,NA,"English"
"new bra and panty sets thicc amazonian goddess tall curvy tummy addmysnap t co y mbct tp","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18379","Twitter for Android","1","1","",NA,NA,"English"
"every plant is alive take care of the forest stop using wood plastic paper to make products that we not need climatestrike climatechange savecongorainforest climateactionnow climatesolutions climate climatechangeisreal stopdeforestation amazonrainforest earthday t co b x z xrq","0","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","8.78232285939751","8.78232285939751","1","neutral","18378","Twitter Web App","1","1","We are connected by the planet",NA,NA,"English"
" every action is important to reunited in nature in the end is not just savecongorainforest is also climateaction for every earthday climatecrisis digitalstrike climatestrikeonline pollutersout peoplenotpolluters systemchange stopdeforestation amazonrainforest","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"17.2265151579293","0.445453222112551","38.6718836070664","positive","18378","Twitter Web App","0","0","We are connected by the planet",NA,NA,"English"
" every plant is alive take care of the forest stop using wood plastic paper to make products that we not need climatestrike climatechange savecongorainforest climateactionnow climatesolutions climate climatechangeisreal stopdeforestation amazonrainforest earthday","0","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","8.78232285939751","8.78232285939751","1","neutral","18378","Twitter Web App","1","1","We are connected by the planet",NA,NA,"English"
"every action is important to reunited in nature in the end is not just savecongorainforest is also climateaction for every earthday climatecrisis digitalstrike climatestrikeonline pollutersout peoplenotpolluters systemchange stopdeforestation amazonrainforest t co qkgjikcdyb","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"17.2265151579293","0.445453222112551","38.6718836070664","positive","18378","Twitter Web App","1","1","We are connected by the planet",NA,NA,"English"
" china invades and takes over another country— ecuador chinese oil companies want to destroy amazonrainforest ecuador in debt to china t co y ihwj u f","-2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"9.47547003995745","8.78232285939751","1.07892526745566","neutral","18378","Twitter for iPhone","0","0","United States",NA,NA,"English"
"“the measles from the time of my grandfather” amazonian ethnocide memories in times of covid brazil t co bmcu lfv b","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18378","Twitter Web Client","0","0","Boston, MA",NA,NA,"English"
" jaguar enjoying his day in the amazonforest roiegalitz wildlife bigcats pantanal mato grosso brazil t co acwt aalab","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18378","Instagram","0","0","Rome",NA,NA,"English"
" wonder woman acrylic on canvas check out my product t co dtbrgarhwp wonderwoman princessdiana diana amazonian themyscira hero heroine superhero dc… t co bavlp tj","3","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","7.34083555412327","joy","34.1148997549927","0.445453222112551","76.5846963530843","positive","18378","Instagram","0","0","St. Louis, MO ",NA,NA,"English"
"the rainforest in yangambi congo a new study shows that trees in the region are losing their ability to absorb carbondioxide the same has been seen in the amazonforest greenhousegases climatechange t co bkxfm wxlw t co powc swppr","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"8.78232285939751","9.47547003995745","0.926848253686942","negative","18378","Twitter for iPhone","1","1","South Africa ",NA,NA,"English"
"who are they trying to kid buy the movie for days for or watch it for free if you get hbo for month amazonian yesterday","1","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","7.34083555412328","7.34083555412327","joy","17.2265151579293","26.8423564950873","0.641766126646967","negative","18378","Twitter for iPhone","0","0","Stateless",NA,NA,"English"
" bluetwitter when travel used to be a thing amazonrainforest t co qw dxf w","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18377","Twitter for iPhone","0","0","Bangalore,India",NA,NA,"English"
"when kyngz approach you dont hear the rumble quarantinelife essentialworkers amazonian kyngvybz t co igznsf yv ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18377","Twitter for Android","0","0","Maryland, USA",NA,NA,"English"
"listen to the people living in the amazon it s their home i ve signed the global petition to stopbrazilsgenocide and actfortheamazon will you amazonfires t co q wojgrm t ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"9.47547003995745","0.445453222112551","21.2715265477714","positive","18377","Twitter Web App","0","0","London GB",NA,NA,"English"
"virtual tours – a to z blogging challenge t co wdf vubaxb atozbloggingchallenge amazonrainforest","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","8.78232285939751","0.117426534862834","negative","18377","Google","0","0","",NA,NA,"English"
"the amazon rainforest how much do we know here are some easy to grasp and recall facts amazonrainforest deforestation habitat brazil bolivia peru colombia venezuela guyana suriname ecuador frenchguiana weekendseries t co bvm lbgud","1","7.34083555412328","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","anger","17.2265151579293","0.445453222112551","38.6718836070664","positive","18377","Twitter for Android","4","4","",NA,NA,"English"
"trip of a lifetime amazonrainforest t co gmxftixf ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18377","Twitter for iPhone","0","0","New York, NY","Brazil","Brazil","English"
"listen to the people living in the amazon it s their home i ve signed the global petition to stopbrazilsgenocide and actfortheamazon will you amazonfires t co gllpmo njh ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"9.47547003995745","0.445453222112551","21.2715265477714","positive","18377","Twitter Web App","0","0","",NA,NA,"English"
"in honor of earthday which should be every day stunning photos of the indigenous peoples of the amazon there are few things more beautiful than being in a rainforest you are surrounded by so many species amp such flowing vibrant life amazonrainforest t co ozvp waur","4","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"34.1148997549927","0.445453222112551","76.5846963530843","positive","18377","Twitter Web App","2","2","",NA,NA,"English"
"fight against amazon destruction at stake after enforcement chief fired amazonrainforest biodiversity deforestation t co qutoe sb ","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","25.4560621339674","0.040512068834465","negative","18377","Twitter Web Client","0","0","United States",NA,NA,"English"
"me everyday amazonian t co z volmu s","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18376","Twitter for iPhone","1","1","Florida","Florida","United States","English"
"listen to the people living in the amazon it s their home i ve signed the global petition to stopbrazilsgenocide and actfortheamazon will you amazonfires t co aplfbycmlc ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"9.47547003995745","0.445453222112551","21.2715265477714","positive","18376","Twitter Web App","6","6","",NA,NA,"English"
"why the amazonrainforest was torched t co obv deaced","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18376","Twitter for iPhone","0","0","LA/NYC/dark rooms with screens","Los Angeles","United States","English"
"we need product managers who get product and drive on data and customer insights t co b hkwbihgc bepeculiar amazonian","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","7.34083555412328","7.34083555412327","sadness","16.5333679773693","17.8123396772424","0.928197433742679","negative","18376","Twitter Web App","0","0","Amazon @Luxembourg",NA,NA,"English"
"learn from my team in luxembourg about the life at amazon t co fopisx lgj bepeculiar amazonian","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18376","Twitter Web App","0","0","Amazon @Luxembourg",NA,NA,"English"
" brazilsfeku bolsonarovirus for cronies in corruption destroys amazonrainforest at record rate incl by amazonfire sedition on brazil her ppl indian forests ko bacha lo fekus s se t co jbq j ra k","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"8.78232285939751","9.47547003995745","0.926848253686942","negative","18376","Twitter Web App","0","0","Gurgaon ~ world",NA,NA,"English"
"we keep hearing that the lockdown is good for the environment deforestation in the amazonrainforest has increased staff shortages because of covid at the brazilian agency that should enforce the rules amp president bolsonaro’s “pro development rhetoric are causes ","0","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","8.78232285939751","8.78232285939751","1","neutral","18376","Twitter for Android","0","0","Dartford, South East",NA,NA,"English"
"me everyday amazonian t co z volmu s","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18376","Twitter for iPhone","1","1","Florida","Florida","United States","English"
"listen to the people living in the amazon it s their home i ve signed the global petition to stopbrazilsgenocide and actfortheamazon will you amazonfires t co aplfbycmlc ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"9.47547003995745","0.445453222112551","21.2715265477714","positive","18376","Twitter Web App","6","6","",NA,NA,"English"
"why the amazonrainforest was torched t co obv deaced","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18376","Twitter for iPhone","0","0","LA/NYC/dark rooms with screens","Los Angeles","United States","English"
" amazonian indigenous leader to the un and our governments regardless of ideology we demand that you support us we call for an end to the lies and we ask the big media to support us and to tell our stories and not just the stories of the powerful ","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"25.670707456461","27.5355036756473","0.932276662117661","negative","18376","Twitter Web App","0","0","Small village, big world",NA,NA,"English"
"we need technical program managers think scrum kanban masters who keep oversight and drive the organisation to closure t co rwz zxstcq bepeculiar amazonian","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"25.670707456461","17.1191924966825","1.49952793985089","neutral","18376","Twitter Web App","0","0","Amazon @Luxembourg",NA,NA,"English"
"learn from my team in luxembourg about the life at amazon t co fopisx lgj bepeculiar amazonian","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18376","Twitter Web App","0","0","Amazon @Luxembourg",NA,NA,"English"
"if you want to help then please join the crazy train t co uekz mifxv bepeculiar amazonian","-1","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","25.670707456461","9.47547003995745","2.70917509613869","positive","18376","Twitter Web App","0","0","Amazon @Luxembourg",NA,NA,"English"
"it s inspiring story telling like this why i like working for amazon t co synl sposr bepeculiar amazonian","3","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","17.9196623384892","0.445453222112551","40.2279329207804","positive","18376","Twitter Web App","1","1","Amazon @Luxembourg",NA,NA,"English"
"happy friday happyfriday thicc amazonian goddess isellcontent addmysnap t co aj hlw zo","1","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","9.47547003995745","0.445453222112551","21.2715265477714","positive","18376","Twitter for Android","2","2","",NA,NA,"English"
"a busy ‘topic’ day for lewis amazonrainforest topic homeschool he hopes that mr bentley will be impressed t co mc ysesv z","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"17.9196623384892","8.78232285939751","2.0404240000485","positive","18376","Twitter for iPhone","0","0","West Heath",NA,NA,"English"
" brazilsfeku bolsonarovirus for cronies in corruption destroys amazonrainforest at record rate incl by amazonfire sedition on brazil her ppl indian forests ko bacha lo fekus s se t co jbq j ra k","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"8.78232285939751","9.47547003995745","0.926848253686942","negative","18376","Twitter Web App","0","0","Gurgaon ~ world",NA,NA,"English"
"we keep hearing that the lockdown is good for the environment deforestation in the amazonrainforest has increased staff shortages because of covid at the brazilian agency that should enforce the rules amp president bolsonaro’s “pro development rhetoric are causes ","0","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","8.78232285939751","8.78232285939751","1","neutral","18376","Twitter for Android","0","0","Dartford, South East",NA,NA,"English"
" bluetwitter when travel used to be a thing amazonrainforest t co qw dxf w","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18377","Twitter for iPhone","0","0","Bangalore,India",NA,NA,"English"
"when kyngz approach you dont hear the rumble quarantinelife essentialworkers amazonian kyngvybz t co igznsf yv ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18377","Twitter for Android","0","0","Maryland, USA",NA,NA,"English"
"listen to the people living in the amazon it s their home i ve signed the global petition to stopbrazilsgenocide and actfortheamazon will you amazonfires t co q wojgrm t ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"9.47547003995745","0.445453222112551","21.2715265477714","positive","18377","Twitter Web App","0","0","London GB",NA,NA,"English"
"virtual tours – a to z blogging challenge t co wdf vubaxb atozbloggingchallenge amazonrainforest","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","8.78232285939751","0.117426534862834","negative","18377","Google","0","0","",NA,NA,"English"
"the amazon rainforest how much do we know here are some easy to grasp and recall facts amazonrainforest deforestation habitat brazil bolivia peru colombia venezuela guyana suriname ecuador frenchguiana weekendseries t co bvm lbgud","1","7.34083555412328","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","anger","17.2265151579293","0.445453222112551","38.6718836070664","positive","18377","Twitter for Android","4","4","",NA,NA,"English"
"trip of a lifetime amazonrainforest t co gmxftixf ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18377","Twitter for iPhone","0","0","New York, NY","Brazil","Brazil","English"
"listen to the people living in the amazon it s their home i ve signed the global petition to stopbrazilsgenocide and actfortheamazon will you amazonfires t co gllpmo njh ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"9.47547003995745","0.445453222112551","21.2715265477714","positive","18377","Twitter Web App","0","0","",NA,NA,"English"
"in honor of earthday which should be every day stunning photos of the indigenous peoples of the amazon there are few things more beautiful than being in a rainforest you are surrounded by so many species amp such flowing vibrant life amazonrainforest t co ozvp waur","4","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"34.1148997549927","0.445453222112551","76.5846963530843","positive","18377","Twitter Web App","2","2","",NA,NA,"English"
"fight against amazon destruction at stake after enforcement chief fired amazonrainforest biodiversity deforestation t co qutoe sb ","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","25.4560621339674","0.040512068834465","negative","18377","Twitter Web Client","0","0","United States",NA,NA,"English"
"every plant is alive take care of the forest stop using wood plastic paper to make products that we not need climatestrike climatechange savecongorainforest climateactionnow climatesolutions climate climatechangeisreal stopdeforestation amazonrainforest earthday t co b x z xrq","0","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","8.78232285939751","8.78232285939751","1","neutral","18378","Twitter Web App","1","1","We are connected by the planet",NA,NA,"English"
" every plant is alive take care of the forest stop using wood plastic paper to make products that we not need climatestrike climatechange savecongorainforest climateactionnow climatesolutions climate climatechangeisreal stopdeforestation amazonrainforest earthday","0","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","8.78232285939751","8.78232285939751","1","neutral","18378","Twitter Web App","1","1","We are connected by the planet",NA,NA,"English"
"every action is important to reunited in nature in the end is not just savecongorainforest is also climateaction for every earthday climatecrisis digitalstrike climatestrikeonline pollutersout peoplenotpolluters systemchange stopdeforestation amazonrainforest t co qkgjikcdyb","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"17.2265151579293","0.445453222112551","38.6718836070664","positive","18378","Twitter Web App","1","1","We are connected by the planet",NA,NA,"English"
" every action is important to reunited in nature in the end is not just savecongorainforest is also climateaction for every earthday climatecrisis digitalstrike climatestrikeonline pollutersout peoplenotpolluters systemchange stopdeforestation amazonrainforest","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"17.2265151579293","0.445453222112551","38.6718836070664","positive","18378","Twitter Web App","0","0","We are connected by the planet",NA,NA,"English"
" china invades and takes over another country— ecuador chinese oil companies want to destroy amazonrainforest ecuador in debt to china t co y ihwj u f","-2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"9.47547003995745","8.78232285939751","1.07892526745566","neutral","18378","Twitter for iPhone","0","0","United States",NA,NA,"English"
"faqs about amazonrainforest test your knowing and try to answer before clicking here t co axlbwtiqi … sgk planet climatechange globalwarming climateemergency climatecrisis environment sustainability climateaction desertification forestfire amazonforest t co hfkub p","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"8.78232285939751","8.78232285939751","1","neutral","18378","TweetDeck","0","0","",NA,NA,"English"
"“the measles from the time of my grandfather” amazonian ethnocide memories in times of covid brazil t co bmcu lfv b","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18378","Twitter Web Client","0","0","Boston, MA",NA,NA,"English"
" jaguar enjoying his day in the amazonforest roiegalitz wildlife bigcats pantanal mato grosso brazil t co acwt aalab","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18378","Instagram","0","0","Rome",NA,NA,"English"
" wonder woman acrylic on canvas check out my product t co dtbrgarhwp wonderwoman princessdiana diana amazonian themyscira hero heroine superhero dc… t co bavlp tj","3","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","7.34083555412327","joy","34.1148997549927","0.445453222112551","76.5846963530843","positive","18378","Instagram","0","0","St. Louis, MO ",NA,NA,"English"
"the rainforest in yangambi congo a new study shows that trees in the region are losing their ability to absorb carbondioxide the same has been seen in the amazonforest greenhousegases climatechange t co bkxfm wxlw t co powc swppr","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"8.78232285939751","9.47547003995745","0.926848253686942","negative","18378","Twitter for iPhone","1","1","South Africa ",NA,NA,"English"
" faith all u strong amazonian wonderwomen superheroes out there t co nb kwhndn t co nqegtn dhg","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"17.2265151579293","0.445453222112551","38.6718836070664","positive","18378","Twitter for iPhone","1","1","Patterson, California",NA,NA,"English"
" u can do latenight aerobics u can workout those wonderwoman muscles amp abs youcandoit julie you are the leader of the voiceover actresses of wonder wiseup amp lead ur amazonian army in battle wonderwoman ww t co ffgncuynff","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","7.34083555412327","surprise","17.2265151579293","8.78232285939751","1.96149873259283","neutral","18378","Twitter for iPhone","2","2","Patterson, California",NA,NA,"English"
"who are they trying to kid buy the movie for days for or watch it for free if you get hbo for month amazonian yesterday","1","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","7.34083555412328","7.34083555412327","joy","17.2265151579293","26.8423564950873","0.641766126646967","negative","18378","Twitter for iPhone","0","0","Stateless",NA,NA,"English"
"my colleague is quoted in this timely piece on a drier amazon and likelihood of more fires this year amazonfires reforestation climatesolutions t co fwmpuxft b","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"8.78232285939751","0.445453222112551","19.7154772340574","positive","18379","Twitter Web App","0","0","San Francisco, CA",NA,NA,"English"
"listen to the people living in the amazon it s their home i ve signed the global petition to stopbrazilsgenocide and actfortheamazon will you amazonfires t co tihjowtxps vía ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"9.47547003995745","0.445453222112551","21.2715265477714","positive","18379","Twitter for iPad","0","0","México",NA,NA,"English"
"“it’s very worrisome it could be that there are much more fire events than what we saw last year and earlier in the season ” says in a new piece on the likelihood of amazonfires this year t co pdtf bl hl","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"8.78232285939751","18.5054868578024","0.474579400524914","negative","18379","Twitter Web App","1","1","San Francisco, CA",NA,NA,"English"
" thank you for being my saving grace during these uncertain and unsettling times i love being an amazonian essentialworker t co jem ayqx h","1","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","26.3638546370209","17.8123396772424","1.48008937145434","neutral","18379","Twitter Web App","0","0","West Hollywood, CA",NA,NA,"English"
" faqs about amazon rainforest t co axlbwtiqi sgk planet climatechange globalwarming climateemergency climatecrisis environment sustainability climateaction amazon amazonrainforest rainforest forest jungle wood tree forestfire t co dbq tc a","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"8.78232285939751","0.445453222112551","19.7154772340574","positive","18379","TweetDeck","0","0","",NA,NA,"English"
"slc agricola the largest brazilian soybean producer deforested hectares of native vegetation during the st q of cargill amp bunge who have committed to zero deforestation are slc s main clients read the thread brazil climatecrisis deforestation amazonrainforest t co m wsl axu ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18379","Twitter Web App","1","1","Olinda, Brasil and Madison, WI",NA,NA,"English"
"listen to the people living in the amazon it s their home i ve signed the global petition to stopbrazilsgenocide and actfortheamazon will you amazonfires t co pisujbip o ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"9.47547003995745","0.445453222112551","21.2715265477714","positive","18379","Twitter Web App","0","0","South Africa, England and EU",NA,NA,"English"
"too bad there wasn t a massive natural resource brazil amazon amazonrainforest coronavirus covid covid covid covid t co ejbaafhnwo","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","7.34083555412328","2.78695866252273","sadness","8.78232285939751","9.47547003995745","0.926848253686942","negative","18379","Twitter for Android","0","0","the last book you read",NA,NA,"English"
"super excited to welcome in my team as developer evangelist looking forward to doing great things together liam amazonian makehistory t co vcbjan ial","4","1.46871776464786","3.09234031207392","2.06783599555953","13.6561935556456","1.7277074477352","2.78695866252273","joy","43.2522392340844","0.445453222112551","97.0971520398074","positive","18379","Twitter for Android","2","2","London, England",NA,NA,"English"
"new bra and panty sets thicc amazonian goddess tall curvy tummy addmysnap t co y mbct tp","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"1.03127774142571","0.445453222112551","2.31512017476245","positive","18379","Twitter for Android","1","1","",NA,NA,"English"
"helping customers to get their stuff in the right time while we are amazon amazonvestlife ensure we also taking care of ourselves deliveringsmiles amazonlife amazonvestlife amazonian onlineshopping… t co xhqdfvoz ","2","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","7.34083555412328","7.34083555412327","joy","24.2844130953411","18.5054868578024","1.3122817725329","neutral","18379","Instagram","0","0","Glendale, Arizona, USA","Phoenix","United States","English"
" support for against deforarestation of amazonrainforest you can donate here t co ia yywv w t co awynvxsrmg","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"9.47547003995745","0.445453222112551","21.2715265477714","positive","18379","Crowdfire App","0","0","worldwide (via <U+0001F1EA><U+0001F1F8>)",NA,NA,"English"
"meet the amazonian sorry that it has taken so long to post new content the issues of being really picky when creating new art nsfw amazonian tribal tribalgirl amazonwoman drender dart wolfianempire… t co n hkykggfj","-3","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","7.34083555412328","2.78695866252273","joy","9.47547003995745","27.5355036756473","0.344118275502535","negative","18380","Instagram","0","0","Los Angeles, CA",NA,NA,"English"
"faqs about amazonrainforest test your knowing and try to answer before clicking here t co axlbwtrfqb… sgk planet climatechange globalwarming climateemergency climatecrisis environment sustainability climateaction desertification forestfire amazonforest t co qwaozujkss","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"8.78232285939751","8.78232285939751","1","neutral","18380","TweetDeck","0","0","",NA,NA,"English"
"evolution of fireincidents in amazonrainforest region number of incidents per county over two decades note prebolsonaro period source data worked by the author t co kbhzjndz i","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","7.34083555412327","surprise","9.47547003995745","0.445453222112551","21.2715265477714","positive","18380","Twitter Web App","1","1","<U+0001F1E7><U+0001F1F7><U+0001F1E8><U+0001F1E6>",NA,NA,"English"
"evolution of the amazonrainforest conservation percent per county area over two decades note prebolsonaro period source data worked by the author t co kivozbh kf","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","7.34083555412327","surprise","9.47547003995745","0.445453222112551","21.2715265477714","positive","18380","Twitter Web App","0","0","<U+0001F1E7><U+0001F1F7><U+0001F1E8><U+0001F1E6>",NA,NA,"English"
"did you know that a hummingbird heart beats over times per min this weeklywallpaper reminds us to take notice of our own heartbeats and pay attention to what our bodies need to keep us going and hold us steady pc martin edström birdsoftheamazon amazonrainforest t co u qjasxgc","1","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","7.34083555412327","joy","32.7286053938729","17.8123396772424","1.83741192829867","neutral","18380","Hootsuite Inc.","0","0","Austin, TX",NA,NA,"English"
